id,name,artist,album,release_date,duration_ms,genres,popularity,explicit,description,Unnamed: 10,tagged_description
2SL6oP2YAEQbqsrkOzRGO4,Venom - Music From The Motion Picture,Eminem,Kamikaze,2018-08-31,269554,"hip hop, rap",74,True,"A rapid-fire rap track with aggressive lyrics, reflecting inner turmoil. Its intense beat and dynamic flow evoke tension and empowerment.",,"2SL6oP2YAEQbqsrkOzRGO4 A rapid-fire rap track with aggressive lyrics, reflecting inner turmoil. Its intense beat and dynamic flow evoke tension and empowerment."
7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,2020-01-17,210800,"emo rap, hip hop, melodic rap, rap",84,True,"Hyperactive, technical hip hop. Fast, witty, and jaw-dropping, it’s a display of lyrical dexterity and chaotic energy. The beat is infectious and the flow is dizzying, leaving you breathless and in awe.",,"7FIWs0pqAYbP91WWM0vlTQ Hyperactive, technical hip hop. Fast, witty, and jaw-dropping, it’s a display of lyrical dexterity and chaotic energy. The beat is infectious and the flow is dizzying, leaving you breathless and in awe."
6or1bKJiZ06IlK0vFvY75k,Rap God,Eminem,The Marshall Mathers LP2 (Deluxe),2013-11-05,363521,"hip hop, rap",78,True,"Virtuosic, high-speed rap. Playful, brash, and clever, it’s a tour de force of wordplay and rhythm. Makes you want to marvel at the speed and dance along with the bouncing, unpredictable flow.",,"6or1bKJiZ06IlK0vFvY75k Virtuosic, high-speed rap. Playful, brash, and clever, it’s a tour de force of wordplay and rhythm. Makes you want to marvel at the speed and dance along with the bouncing, unpredictable flow."
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,Eminem,The Marshall Mathers LP,2000-05-23,284200,"hip hop, rap",87,True,"Iconic, satirical hip hop. Irreverent, funny, and catchy, it’s a cultural touchstone for rebellion and parody. The hook is irresistible, making you want to sing, dance, and laugh at the absurdities of pop culture.",,"3yfqSUWxFvZELEM4PmlwIR Iconic, satirical hip hop. Irreverent, funny, and catchy, it’s a cultural touchstone for rebellion and parody. The hook is irresistible, making you want to sing, dance, and laugh at the absurdities of pop culture."
7ycWLEP1GsNjVvcjawXz3z,Praise The Lord (Da Shine) (feat. Skepta),"A$AP Rocky, Skepta",TESTING,2018-05-25,205040,"grime, rap, uk grime",84,True,"Laid-back, hypnotic trap. Cool, stylish, and swaggering, it’s built for head-nodding, late-night city drives, and feeling untouchable.",,"7ycWLEP1GsNjVvcjawXz3z Laid-back, hypnotic trap. Cool, stylish, and swaggering, it’s built for head-nodding, late-night city drives, and feeling untouchable."
3G68NLecRlUYbO8OAs4YKb,Kabhi Na Kabhi,Mitraz,Kabhi Na Kabhi,2021-02-06,191007,"desi, desi pop, hindi indie, hindi pop, indian indie",51,False,"Gentle, modern indie pop. Dreamy, hopeful, and soothing, it’s about waiting and longing for love. Makes you want to relax and float in your thoughts.",,"3G68NLecRlUYbO8OAs4YKb Gentle, modern indie pop. Dreamy, hopeful, and soothing, it’s about waiting and longing for love. Makes you want to relax and float in your thoughts."
3PsnhFcWOuhjdVNKCHZstW,Do Hi Rastay Hain,Mehdi Maloof,The Return of Kobra,2020-11-22,235500,"desi, hindi indie, indian indie",31,False,"Reflective, poetic indie. Melancholic, philosophical, and quietly moving, it’s for nighttime introspection, pondering choices, and appreciating subtle beauty.",,"3PsnhFcWOuhjdVNKCHZstW Reflective, poetic indie. Melancholic, philosophical, and quietly moving, it’s for nighttime introspection, pondering choices, and appreciating subtle beauty."
1rKBOL9kJfX1Y4C3QaOvRH,Boyfriend,Big Time Rush,BTR,2010-10-11,201040,,63,False,"Cheerful, youthful pop. Flirty, upbeat, and catchy, it’s perfect for light-hearted dancing, school crushes, and feeling young at heart.",,"1rKBOL9kJfX1Y4C3QaOvRH Cheerful, youthful pop. Flirty, upbeat, and catchy, it’s perfect for light-hearted dancing, school crushes, and feeling young at heart."
62NkzAFZKNOe6arO1lSFm0,Introduction,Faris Shafi,Introduction,2021-04-05,116046,"desi, desi hip hop, hindi hip hop, punjabi hip hop",59,True,"Introspective desi hip hop. Personal, raw, and poetic, it’s a lyrical self-portrait. The beat is reflective, ideal for thoughtful listening and understanding the artist’s journey.",,"62NkzAFZKNOe6arO1lSFm0 Introspective desi hip hop. Personal, raw, and poetic, it’s a lyrical self-portrait. The beat is reflective, ideal for thoughtful listening and understanding the artist’s journey."
4JkeZCRHUiB43GMdU4WaSC,Sajni,Strings,Thirty,2019-11-06,257952,"desi, desi pop, hindi indie, indian indie, sufi",51,False,"Romantic, melodic pop-rock. Sweet, sentimental, and gently anthemic, it’s for slow dancing, nostalgia, and dreaming of love lost or found.",,"4JkeZCRHUiB43GMdU4WaSC Romantic, melodic pop-rock. Sweet, sentimental, and gently anthemic, it’s for slow dancing, nostalgia, and dreaming of love lost or found."
5SylPy1fye4IEX7Zsa4v35,Aitebar,Vital Signs,Aitebar,1992-07-01,252960,"desi, desi pop",35,False,"Classic Pakistani pop-rock. Hopeful, melodic, and uplifting, it’s about trust and new beginnings. Perfect for gentle swaying or fresh starts.",,"5SylPy1fye4IEX7Zsa4v35 Classic Pakistani pop-rock. Hopeful, melodic, and uplifting, it’s about trust and new beginnings. Perfect for gentle swaying or fresh starts."
7pBcon5GqvUfn58HRfF8wv,Afreen Afreen (Coke Studio Season 9),"Rahat Fateh Ali Khan, Momina Mustehsan",Afreen Afreen (Coke Studio Season 9),2016-08-23,400000,"bollywood, desi, ghazal, hindi pop, qawwali, sufi",54,False,"Soulful, lush qawwali fusion. Romantic, spiritual, and mesmerizing, it’s a modern classic for weddings, devotion, or just losing yourself in the magic of voices and tabla.",,"7pBcon5GqvUfn58HRfF8wv Soulful, lush qawwali fusion. Romantic, spiritual, and mesmerizing, it’s a modern classic for weddings, devotion, or just losing yourself in the magic of voices and tabla."
2DrlfHsJuD0x3s2AaW9MHL,Yaar Daddi,"Ali Zafar, Rohail Hyatt",Coke Studio Sessions: Season 2,2010-09-08,407807,"bollywood, desi, desi pop, ghazal, qawwali, sufi",33,False,"Playful, Sufi-inspired pop. Joyful, rhythmic, and full of friendship, it’s a song for celebrations, dancing in circles, and feeling connected.",,"2DrlfHsJuD0x3s2AaW9MHL Playful, Sufi-inspired pop. Joyful, rhythmic, and full of friendship, it’s a song for celebrations, dancing in circles, and feeling connected."
5fdNHVZHbWB1AaXk4RBGVD,Just the Two of Us,"Grover Washington, Jr.",Winelight,1980,443773,"smooth jazz, soul jazz",71,False,"Smooth, romantic jazz. Warm, soothing, and intimate, it’s ideal for slow dancing, cozy evenings, and quiet moments with someone special.",,"5fdNHVZHbWB1AaXk4RBGVD Smooth, romantic jazz. Warm, soothing, and intimate, it’s ideal for slow dancing, cozy evenings, and quiet moments with someone special."
62AuGbAkt8Ox2IrFFb8GKV,Sweet Caroline,Neil Diamond,Sweet Caroline,1969-06-06,203573,,80,False,"Classic, singalong pop. Joyful, communal, and instantly nostalgic, it’s a staple at parties and sports events. Makes you want to clap, chant, and connect with everyone around you.",,"62AuGbAkt8Ox2IrFFb8GKV Classic, singalong pop. Joyful, communal, and instantly nostalgic, it’s a staple at parties and sports events. Makes you want to clap, chant, and connect with everyone around you."
5TclgAYTVdTRLnHvTUhyIP,Entertain Me,Ylona Garcia,Entertain Me,2022-01-05,182893,,0,True,"Sassy, confident pop. Upbeat, playful, and modern, it’s about self-worth and asserting your desires. The rhythm is infectious—great for dancing and feeling empowered.",,"5TclgAYTVdTRLnHvTUhyIP Sassy, confident pop. Upbeat, playful, and modern, it’s about self-worth and asserting your desires. The rhythm is infectious—great for dancing and feeling empowered."
34sMJsoOUgj5g27ctBX1bj,To Kia Hua,"Bilal Khan, Rohail Hyatt",Coke Studio Sessions (Season 4),2011-07-06,277750,"desi, ghazal, hindi indie, indian indie, qawwali, sufi",31,False,"Pensive, melodic indie. Gentle, questioning, and emotionally honest, it’s for quiet nights, self-reflection, and contemplating what could have been.",,"34sMJsoOUgj5g27ctBX1bj Pensive, melodic indie. Gentle, questioning, and emotionally honest, it’s for quiet nights, self-reflection, and contemplating what could have been."
1qDrWA6lyx8cLECdZE7TV7,Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,2011-01-01,244884,,84,False,"Art-pop masterpiece. Bittersweet, quirky, and emotionally raw, it’s a duet about breakup and detachment. The arrangement is unique and the chorus is a cathartic singalong.",,"1qDrWA6lyx8cLECdZE7TV7 Art-pop masterpiece. Bittersweet, quirky, and emotionally raw, it’s a duet about breakup and detachment. The arrangement is unique and the chorus is a cathartic singalong."
3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay,A Head Full of Dreams,2015-12-04,258266,,86,False,"Uplifting, anthemic pop. Vibrant, colorful, and celebratory, it’s for dancing, feeling alive, and embracing the rush of love and life.",,"3RiPr603aXAoi4GHyXx0uy Uplifting, anthemic pop. Vibrant, colorful, and celebratory, it’s for dancing, feeling alive, and embracing the rush of love and life."
5b2ACxzxhGeLPDr500fQzy,Ghosts 'N' Stuff - Radio Edit,"deadmau5, Rob Swire",Ghosts 'n' Stuff,2009-01-01,191426,"drum and bass, dubstep, edm, progressive house",46,False,"Energetic, dark progressive house. Hypnotic, punchy, and a little spooky—it’s for late-night raves, neon lights, and letting loose on the dance floor.",,"5b2ACxzxhGeLPDr500fQzy Energetic, dark progressive house. Hypnotic, punchy, and a little spooky—it’s for late-night raves, neon lights, and letting loose on the dance floor."
7MTUN4bpk7Im3Sxz9oCULf,Kana Yaari,"Kaifi Khalil, Eva B, Wahab Bugti",Kana Yaari,2022-01-21,226802,"desi, indian indie, sufi",54,False,"Folk-pop fusion hit. Earthy, rhythmic, and soulful, it’s about longing and connection. The groove compels you to move, clap, and feel the beat’s roots.",,"7MTUN4bpk7Im3Sxz9oCULf Folk-pop fusion hit. Earthy, rhythmic, and soulful, it’s about longing and connection. The groove compels you to move, clap, and feel the beat’s roots."
4pbG9SUmWIvsROVLF0zF9s,I Want To Hold Your Hand - Remastered 2015,The Beatles,1 (Remastered),2000-11-13,145746,"classic rock, psychedelic rock",67,False,"Infectious, classic pop-rock. Joyful, innocent, and bursting with excitement, it’s the sound of young love. Makes you want to dance, sing, and smile.",,"4pbG9SUmWIvsROVLF0zF9s Infectious, classic pop-rock. Joyful, innocent, and bursting with excitement, it’s the sound of young love. Makes you want to dance, sing, and smile."
3BQHpFgAp4l80e1XslIjNI,Yesterday - Remastered 2009,The Beatles,Help! (Remastered),1965-08-06,125666,"classic rock, psychedelic rock",78,False,A melancholic ballad about lost love. Its gentle acoustic guitar and sorrowful vocals invite introspection and emotional resonance.,,3BQHpFgAp4l80e1XslIjNI A melancholic ballad about lost love. Its gentle acoustic guitar and sorrowful vocals invite introspection and emotional resonance.
3z8h0TU7ReDPLIbEnYhWZb,Bohemian Rhapsody,Queen,Bohemian Rhapsody (The Original Soundtrack),2018-10-19,354947,"classic rock, glam rock, rock",77,False,"Epic, genre-bending rock. Dramatic, theatrical, and unpredictable, it’s a musical rollercoaster—singalong harmonies, air guitar, and headbanging all in one journey.",,"3z8h0TU7ReDPLIbEnYhWZb Epic, genre-bending rock. Dramatic, theatrical, and unpredictable, it’s a musical rollercoaster—singalong harmonies, air guitar, and headbanging all in one journey."
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,Back In Black,1980-07-25,255493,"classic rock, hard rock, rock, rock and roll",87,False,"Iconic hard rock. Bold, rebellious, and instantly recognizable, it’s all about swagger and power. Perfect for driving, rocking out, and feeling unstoppable.",,"08mG3Y1vljYA6bvDt4Wqkj Iconic hard rock. Bold, rebellious, and instantly recognizable, it’s all about swagger and power. Perfect for driving, rocking out, and feeling unstoppable."
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,Highway to Hell,1979-07-27,208400,"classic rock, hard rock, rock, rock and roll",87,False,"Classic, adrenaline-fueled rock. Wild, energetic, and rebellious, it’s for breaking rules, blasting down highways, and embracing your wild side.",,"2zYzyRzz6pRmhPzyfMEC8s Classic, adrenaline-fueled rock. Wild, energetic, and rebellious, it’s for breaking rules, blasting down highways, and embracing your wild side."
57bgtoPSgt236HzfBOd8kj,Thunderstruck,AC/DC,The Razors Edge,1990-09-24,292880,"classic rock, hard rock, rock, rock and roll",88,False,"Electrifying, high-voltage rock. The intro is legendary, the energy relentless. Makes you want to jump, fist-pump, and conquer the world with pure adrenaline.",,"57bgtoPSgt236HzfBOd8kj Electrifying, high-voltage rock. The intro is legendary, the energy relentless. Makes you want to jump, fist-pump, and conquer the world with pure adrenaline."
0MBcVBOZy6yR3fZ6R2SFeu,It's Only Time,The Magnetic Fields,i,2004-05-03,265720,anti-folk,33,False,"Tender, quirky indie pop. Sweet, introspective, and a little whimsical, it’s about love and vulnerability. Great for gentle swaying and romantic daydreams.",,"0MBcVBOZy6yR3fZ6R2SFeu Tender, quirky indie pop. Sweet, introspective, and a little whimsical, it’s about love and vulnerability. Great for gentle swaying and romantic daydreams."
5lRzWDEe7UuedU2QPsFg0K,The Funeral,Band of Horses,Everything All The Time,2006-03-21,322173,,73,False,"Melancholic, anthemic indie rock. Wistful, soaring, and raw, it’s about loss and acceptance. The build-up is emotional—perfect for late-night drives or processing heavy feelings.",,"5lRzWDEe7UuedU2QPsFg0K Melancholic, anthemic indie rock. Wistful, soaring, and raw, it’s about loss and acceptance. The build-up is emotional—perfect for late-night drives or processing heavy feelings."
1eT2CjXwFXNx6oY5ydvzKU,Hey Jude,The Beatles,Love,2006-11-17,238854,"classic rock, psychedelic rock",72,False,"Hopeful, communal classic. Warm, uplifting, and iconic, it’s for singing along, swaying with friends, and finding comfort in togetherness.",,"1eT2CjXwFXNx6oY5ydvzKU Hopeful, communal classic. Warm, uplifting, and iconic, it’s for singing along, swaying with friends, and finding comfort in togetherness."
2tpWsVSb9UEmDRxAl1zhX1,Counting Stars,OneRepublic,Native,2013-01-01,257265,soft pop,90,False,"Uplifting, rhythmic pop-rock. Optimistic, catchy, and energetic, it’s about dreaming big and overcoming doubts. The beat makes you want to dance, run, and chase your goals.",,"2tpWsVSb9UEmDRxAl1zhX1 Uplifting, rhythmic pop-rock. Optimistic, catchy, and energetic, it’s about dreaming big and overcoming doubts. The beat makes you want to dance, run, and chase your goals."
5Y3OxkwWPuFZc5rRoJE45A,Promises,"Shamoon Ismail, Annural Khalid",Scars & Screws,2021-09-24,195865,"desi, desi hip hop, hindi hip hop, hindi indie, indian indie",48,False,"Chill, modern indie-pop. Smooth, heartfelt, and a bit melancholic, it’s about broken promises and longing. Great for nighttime reflection and gentle movement.",,"5Y3OxkwWPuFZc5rRoJE45A Chill, modern indie-pop. Smooth, heartfelt, and a bit melancholic, it’s about broken promises and longing. Great for nighttime reflection and gentle movement."
2P4OICZRVAQcYAV2JReRfj,Waiting For Love,Avicii,Stories,2015-10-02,230613,edm,84,False,"Uplifting, melodic EDM. Hopeful, soaring, and anthemic, it’s about perseverance and hope. Perfect for dancing, running, or celebrating resilience.",,"2P4OICZRVAQcYAV2JReRfj Uplifting, melodic EDM. Hopeful, soaring, and anthemic, it’s about perseverance and hope. Perfect for dancing, running, or celebrating resilience."
6aPDvttLmezuUlv60ExTH9,Fades Away (feat. Noonie Bao),"Avicii, Noonie Bao",TIM,2019-06-06,178958,"edm, swedish pop",59,False,"Bittersweet, gentle EDM. Emotional, introspective, and atmospheric, it’s about letting go and finding peace. Good for winding down or reflecting on change.",,"6aPDvttLmezuUlv60ExTH9 Bittersweet, gentle EDM. Emotional, introspective, and atmospheric, it’s about letting go and finding peace. Good for winding down or reflecting on change."
4bw3ZyWA1ui0Adu285NWDl,Without Me - ILLENIUM Remix,"Halsey, ILLENIUM",Without Me (ILLENIUM Remix),2018-11-30,248906,"edm, future bass, melodic bass",53,True,"Dramatic, emotional EDM/pop. Heartbroken, cathartic, and pulsating, it’s for dancing through pain and reclaiming your strength on the dance floor.",,"4bw3ZyWA1ui0Adu285NWDl Dramatic, emotional EDM/pop. Heartbroken, cathartic, and pulsating, it’s for dancing through pain and reclaiming your strength on the dance floor."
3LtpKP5abr2qqjunvjlX5i,Doja,Central Cee,Doja,2022-07-21,97392,"drill, grime, uk drill, uk grime",80,True,"A cheeky UK drill track with playful braggadocio and a viral hook. High-energy and danceable, it blends swagger with humor, making it a club-ready banger.",,"3LtpKP5abr2qqjunvjlX5i A cheeky UK drill track with playful braggadocio and a viral hook. High-energy and danceable, it blends swagger with humor, making it a club-ready banger."
009VEt4WSpum10K2iL1xZ2,Systematic,"DJ Shadow, Nas",Silicon Valley (Music from the HBO Original Series),2017-06-23,203478,"downtempo, east coast hip hop, hip hop, old school hip hop, trip hop",16,True,"A gritty fusion of hip-hop and electronic beats, featuring Nas's incisive lyrics. The track is thought-provoking with moderate danceability, exuding a serious, reflective mood.",,"009VEt4WSpum10K2iL1xZ2 A gritty fusion of hip-hop and electronic beats, featuring Nas's incisive lyrics. The track is thought-provoking with moderate danceability, exuding a serious, reflective mood."
62jtFxCqwBcvHEt7Qchw4O,You Came to Party,"Too $hort, Meter Mobb",Silicon Valley (Music from the HBO Original Series),2017-06-23,233503,"g-funk, gangster rap, hyphy, old school hip hop, west coast hip hop",44,True,"A high-energy hip-hop track designed for the dance floor. With its infectious beat and party-centric lyrics, it's all about letting loose and having fun.",,"62jtFxCqwBcvHEt7Qchw4O A high-energy hip-hop track designed for the dance floor. With its infectious beat and party-centric lyrics, it's all about letting loose and having fun."
4Z0ozt81pmfWfT2co6xI7S,Nobody Speak,"DJ Shadow, Run The Jewels",Silicon Valley (Music from the HBO Original Series),2017-06-23,195965,"downtempo, hip hop, trip hop",18,True,"A brassy, aggressive hip-hop track with sharp political commentary. Its bold beats and confrontational lyrics make it more of a head-nodder than a dance track.",,"4Z0ozt81pmfWfT2co6xI7S A brassy, aggressive hip-hop track with sharp political commentary. Its bold beats and confrontational lyrics make it more of a head-nodder than a dance track."
5qRFarh5RDRjhUyJPqspN2,Blown,Darnell Williams,Silicon Valley (Music from the HBO Original Series),2017-06-23,212030,bass house,13,True,"An intense hip-hop track with dark, moody beats and raw lyrics. It's emotionally charged, evoking a sense of urgency and introspection, with moderate danceability.",,"5qRFarh5RDRjhUyJPqspN2 An intense hip-hop track with dark, moody beats and raw lyrics. It's emotionally charged, evoking a sense of urgency and introspection, with moderate danceability."
6GKGoi0FHzldk1ZRQoV1fv,Jalebi Baby,Tesher,Jalebi Baby,2020-11-13,189375,,70,False,"A cross-cultural pop track blending South Asian sounds with Western beats. Flirtatious and catchy, it's a danceable tune that's both playful and seductive.",,"6GKGoi0FHzldk1ZRQoV1fv A cross-cultural pop track blending South Asian sounds with Western beats. Flirtatious and catchy, it's a danceable tune that's both playful and seductive."
6MXXY2eiWkpDCezVCc0cMH,Good Morning,Kanye West,Graduation,2007-09-11,195093,rap,75,True,"An introspective hip-hop track with ambient electronic elements. It sets a contemplative mood, balancing optimism with caution, and offers a mellow groove.",,"6MXXY2eiWkpDCezVCc0cMH An introspective hip-hop track with ambient electronic elements. It sets a contemplative mood, balancing optimism with caution, and offers a mellow groove."
3DK6m7It6Pw857FcQftMds,Runaway,"Kanye West, Pusha T",My Beautiful Dark Twisted Fantasy,2010-11-22,547733,rap,84,True,"A hauntingly beautiful track with minimalist piano and emotive lyrics. It's a slow-burning ballad that invites deep reflection, more for listening than dancing.",,"3DK6m7It6Pw857FcQftMds A hauntingly beautiful track with minimalist piano and emotive lyrics. It's a slow-burning ballad that invites deep reflection, more for listening than dancing."
3tDoe3YGIltxR9zv5AkWqi,Muaziz Saarif,"Meesha Shafi, Faris Shafi",Muaziz Saarif,2022-03-01,281186,"desi, desi hip hop, ghazal, hindi hip hop, punjabi hip hop, qawwali, sufi",44,False,"A powerful fusion of traditional and modern sounds, delivering sharp social commentary. It's emotionally resonant and rhythmically engaging, prompting both thought and movement.",,"3tDoe3YGIltxR9zv5AkWqi A powerful fusion of traditional and modern sounds, delivering sharp social commentary. It's emotionally resonant and rhythmically engaging, prompting both thought and movement."
4woTEX1wYOTGDqNXuavlRC,Superman,"Eminem, Dina Rae",The Eminem Show,2002-05-26,350320,"hip hop, rap",85,True,"A raw, emotionally charged hip-hop track exploring toxic relationships and vulnerability. With its confessional lyrics and moody beats, it's more introspective than danceable.",,"4woTEX1wYOTGDqNXuavlRC A raw, emotionally charged hip-hop track exploring toxic relationships and vulnerability. With its confessional lyrics and moody beats, it's more introspective than danceable."
3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),2018-12-14,158040,,84,False,"A breezy, melodic blend of hip-hop and pop. Its upbeat tempo and catchy chorus evoke feelings of warmth and optimism, making it highly danceable.",,"3KkXRkHbMCARz0aVfEt68P A breezy, melodic blend of hip-hop and pop. Its upbeat tempo and catchy chorus evoke feelings of warmth and optimism, making it highly danceable."
78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,Doja Cat,Boss Bitch,2020-01-23,134239,,78,False,"An assertive, high-energy pop-rap anthem celebrating female empowerment. Its pulsating beats and bold lyrics make it a dancefloor favorite.",,"78qd8dvwea0Gosb6Fe6j3k An assertive, high-energy pop-rap anthem celebrating female empowerment. Its pulsating beats and bold lyrics make it a dancefloor favorite."
4mmkhcEm1Ljy1U9nwtsxUo,Through The Wire,Kanye West,The College Dropout,2004-02-10,221226,rap,77,True,"A soulful hip-hop track recorded while Kanye's jaw was wired shut. It exudes resilience and determination, with a compelling narrative over a chipmunk-soul beat.",,"4mmkhcEm1Ljy1U9nwtsxUo A soulful hip-hop track recorded while Kanye's jaw was wired shut. It exudes resilience and determination, with a compelling narrative over a chipmunk-soul beat."
1udwFobQ1JoOdWPQrp2b6u,Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",The Forever Story (Extended Version),2022-10-31,229938,,80,True,A dynamic hip-hop track with intricate flows and a catchy hook. Its layered production and rhythmic complexity make it both thought-provoking and danceable.,,1udwFobQ1JoOdWPQrp2b6u A dynamic hip-hop track with intricate flows and a catchy hook. Its layered production and rhythmic complexity make it both thought-provoking and danceable.
6Ec5LeRzkisa5KJtwLfOoW,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","Metro Boomin, A$AP Rocky, Roisee",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),2023-06-02,256026,rap,79,False,"A dreamy, atmospheric track blending hip-hop and R&B elements. Its ethereal soundscape and introspective lyrics create a contemplative mood.",,"6Ec5LeRzkisa5KJtwLfOoW A dreamy, atmospheric track blending hip-hop and R&B elements. Its ethereal soundscape and introspective lyrics create a contemplative mood."
11kDth1aKUEUMq9r1pqyds,5% TINT,Travis Scott,ASTROWORLD,2018-08-03,196138,rap,79,True,"A moody, trap-infused track with hypnotic beats and introspective lyrics. It creates a laid-back vibe, more suited for cruising than dancing.",,"11kDth1aKUEUMq9r1pqyds A moody, trap-infused track with hypnotic beats and introspective lyrics. It creates a laid-back vibe, more suited for cruising than dancing."
4XHQyvbrBsQaaBUW1VvmsL,My Band,D12,D-12 World,2004-01-01,298773,,74,True,"A satirical hip-hop track poking fun at boy bands and fame. Its humorous lyrics and catchy chorus make it an entertaining, moderately danceable tune.",,"4XHQyvbrBsQaaBUW1VvmsL A satirical hip-hop track poking fun at boy bands and fame. Its humorous lyrics and catchy chorus make it an entertaining, moderately danceable tune."
2IGMVunIBsBLtEQyoI1Mu7,Paint The Town Red,Doja Cat,Paint The Town Red,2023-08-04,231750,,81,True,A bold pop-rap track with a rebellious spirit. Its confident lyrics and infectious beat encourage listeners to let loose and dance.,,2IGMVunIBsBLtEQyoI1Mu7 A bold pop-rap track with a rebellious spirit. Its confident lyrics and infectious beat encourage listeners to let loose and dance.
6Db8IlZ7YY1pfIjJllejyH,Hailie's Song,Eminem,The Eminem Show,2002-05-26,320640,"hip hop, rap",66,True,A heartfelt ballad dedicated to Eminem's daughter. Its emotional depth and melodic structure evoke a sense of vulnerability and love.,,6Db8IlZ7YY1pfIjJllejyH A heartfelt ballad dedicated to Eminem's daughter. Its emotional depth and melodic structure evoke a sense of vulnerability and love.
4iz9lGMjU1lXS51oPmUmTe,Homecoming,"Kanye West, Chris Martin",Graduation,2007-09-11,203493,rap,83,True,"A reflective hip-hop track with rock influences, exploring themes of nostalgia and personal growth. Its melodic chorus and steady beat make it both contemplative and accessible.",,"4iz9lGMjU1lXS51oPmUmTe A reflective hip-hop track with rock influences, exploring themes of nostalgia and personal growth. Its melodic chorus and steady beat make it both contemplative and accessible."
4UQMOPSUVJVicIQzjAcRRZ,Champion,Kanye West,Graduation,2007-09-11,167600,rap,76,True,An upbeat hip-hop track celebrating perseverance and success. Its energetic rhythm and motivational lyrics inspire confidence and movement.,,4UQMOPSUVJVicIQzjAcRRZ An upbeat hip-hop track celebrating perseverance and success. Its energetic rhythm and motivational lyrics inspire confidence and movement.
2dxjKgT0li4qBI3QwuN9Ih,Touch The Sky,"Kanye West, Lupe Fiasco",Late Registration,2005-08-30,236600,rap,77,True,"A triumphant hip-hop anthem with soulful samples and uplifting lyrics. Its vibrant energy and catchy hook make it a feel-good, danceable track.",,"2dxjKgT0li4qBI3QwuN9Ih A triumphant hip-hop anthem with soulful samples and uplifting lyrics. Its vibrant energy and catchy hook make it a feel-good, danceable track."
6HexNTb392JS071DoTGo0y,Hummingbird (Metro Boomin & James Blake),"Metro Boomin, James Blake",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),2023-06-02,319493,,69,False,"An ethereal blend of electronic and R&B elements, creating a serene and introspective atmosphere. Its gentle melodies and ambient textures evoke a sense of calm.",,"6HexNTb392JS071DoTGo0y An ethereal blend of electronic and R&B elements, creating a serene and introspective atmosphere. Its gentle melodies and ambient textures evoke a sense of calm."
2kQ4qdEtzWR1scQBlsjl8M,Blockbuster,"Faris Shafi, Umair Butt, Gharvi Group",Blockbuster,2024-05-25,274570,"desi, desi hip hop, desi pop, hindi hip hop, punjabi hip hop",61,False,"A dynamic fusion of hip-hop and local musical elements, delivering sharp social commentary. Its rhythmic beats and engaging lyrics make it both thought-provoking and rhythmically compelling.",,"2kQ4qdEtzWR1scQBlsjl8M A dynamic fusion of hip-hop and local musical elements, delivering sharp social commentary. Its rhythmic beats and engaging lyrics make it both thought-provoking and rhythmically compelling."
0OsuHhPPArdFzJGuIAacnN,Desperado,"Raghav, Tesher",Desperado,2023-04-12,247000,"bollywood, desi, desi pop, hindi indie, hindi pop",7,False,A cross-cultural pop track blending South Asian sounds with Western beats. Its catchy rhythm and romantic themes make it a danceable and engaging tune.,,0OsuHhPPArdFzJGuIAacnN A cross-cultural pop track blending South Asian sounds with Western beats. Its catchy rhythm and romantic themes make it a danceable and engaging tune.
22L7bfCiAkJo5xGSQgmiIO,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,299613,rap,81,True,"An energetic hip-hop track with orchestral elements, exploring themes of fame and personal struggles. Its dynamic production and powerful chorus make it a standout, danceable song.",,"22L7bfCiAkJo5xGSQgmiIO An energetic hip-hop track with orchestral elements, exploring themes of fame and personal struggles. Its dynamic production and powerful chorus make it a standout, danceable song."
7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,Lil Uzi Vert,Luv Is Rage 2,2017-08-25,182706,melodic rap,82,True,A melancholic hip-hop track delving into themes of heartbreak and existential angst. Its haunting melody and emotive lyrics create a reflective mood.,,7GX5flRQZVHRAGd6B4TmDO A melancholic hip-hop track delving into themes of heartbreak and existential angst. Its haunting melody and emotive lyrics create a reflective mood.
